"User-ID";"Location";"Age"
"84900";"hong kong, hong kong, hong kong";"37"
"85122";"salem, massachusetts, usa";NULL
"85426";"chisholm, minnesota, usa";"23"
"85526";"victoria, british columbia, canada";"36"
"85656";"cottage grove, oregon, usa";"41"
"85701";"savannah, georgia, usa";"37"
"85757";"pawtucket, rhode island, usa";"40"
"85787";"baltimore, maryland, usa";"21"
"85872";"sydney, new south wales, australia";"36"
"86202";"sydney, new south wales, australia";"26"
"86720";"calgary, alberta, canada";NULL
"86835";"mercer island, ,";NULL
"87141";"huntington beach, california, usa";NULL
"87555";"lexington, kentucky, usa";"31"
"87742";"valencia, valencia, spain";"32"
"87746";"wallingford, connecticut, usa";"52"
"87760";"eagle river, alaska, usa";NULL
"87807";"gainesville, florida, usa";NULL
"87964";"toledo, ohio, usa";"56"
"88160";"boise, idaho, usa";NULL
"88605";"anchorage, alaska, usa";NULL
"88620";"heemstede, noord-holland, netherlands";"27"
"88652";"lanham, maryland, usa";"83"
"88677";"laval, quebec, canada";"44"
"88793";"arcata, california, usa";"25"
"88882";"adelaide, south australia, australia";"29"
"89551";"colorado springs, colorado, usa";"29"
"89602";"honolulu, hawaii, usa";NULL
"90049";"victoria, british columbia, canada";"30"
"90198";"cornwall, new york,";"34"
"90417";"rye, new hampshire, usa";"40"
"90456";"waco, texas, usa";NULL
"90542";"margate, queensland, australia";"24"
"90614";"warren, michigan, usa";"30"
"91017";"holtsville, ,";"54"
"91058";"blanco, texas, usa";"63"
"91203";"glasgow, scotland, united kingdom";"30"
"91342";"doha, doha, qatar";"29"
"91437";"lacey, washington, usa";"29"
"91449";"farncombe, surrey, united kingdom";"34"
"91633";"french camp, california, usa";"21"
"91685";"fort lauderdale, florida, usa";"52"
"92011";"troutdale, oregon, usa";NULL
"92018";"burlington, vermont, usa";NULL
"92142";"london, england, united kingdom";NULL
"92283";"stephens city, virginia, usa";NULL
"92329";"baltimore, maryland, usa";"20"
"92398";"battle creek, michigan, usa";NULL
"92696";"pittsburgh, pennsylvania, usa";"46"
"92807";"toronto, ontario, canada";"47"
"92853";"ely, england, united kingdom";NULL
"92869";"grand rapids, michigan, usa";NULL
"93047";"nashua, new hampshire, usa";"52"
"93085";"cedar rapids, iowa, usa";"34"
"93092";"sherwood park, alberta, canada";"22"
"93126";"toronto, ontario, canada";"14"
"93130";"saskatoon, saskatchewan, canada";"61"
"93179";"san diego, california, usa";NULL
"93194";"portland, oregon, usa";NULL
"93341";"london, n/a, united kingdom";"40"
"93405";"romeoville, illinois, usa";"31"
"93426";"plano, texas, usa";"35"
"93732";"san diego, california, usa";"56"
"93769";"rochester, minnesota, usa";"74"
"93791";"calgary, alberta, canada";NULL
"94207";"lake grove, new york, usa";"29"
"94213";"esko, minnesota, usa";"80"
"94313";"colorado springs, colorado, usa";NULL
"94347";"oakland, new jersey, usa";"44"
"94396";"shoreline, washington, usa";"62"
"94519";"van wert, oh, van wert";NULL
"94787";"cleveland, ohio, usa";"24"
"94999";"berlin, berlin, germany";"34"
"95173";"sterling heights, michigan, usa";NULL
"95210";"plymouth, massachusetts, usa";"27"
"95353";"rock creek, british columbia, canada";"59"
"95359";"charleston, west virginia, usa";"33"
"95516";"seattle, washington, usa";NULL
"95932";"manchester, new hampshire, usa";"36"
"95991";"santa ana, california, usa";"28"
"96054";"ottawa, ontario, canada";"29"
"96320";"houston, texas, usa";"51"
"96554";"barcelona, catalunya, spain";"36"
"96771";"springfield, virginia, usa";"43"
"96814";"wheat ridge, colorado, usa";"51"
"96821";"anacortes, ,";NULL
"96827";"korb, baden-wuerttemberg, germany";"18"
"97025";"elizabeth city, north carolina, usa";"13"
"97179";"ryde, isle of wight, united kingdom";"40"
"97721";"castro valley, california, usa";"46"
"97754";"schenectady, new york, usa";"46"
"97906";"alexandria, virginia, usa";"29"
"98230";"pacific palisades, california, usa";"59"
"98235";"yakima, washington, usa";"17"
"98316";"westland, michigan, usa";"32"
"98320";"hamilton, ontario, canada";"48"
"98391";"morrow, georgia, usa";"52"
"98405";"sturgeon bay, wisconsin, usa";NULL
"98596";"dallas, texas, usa";"34"
"98655";"st. petersburg, florida, usa";"70"
"98723";"cincinnati, ohio, usa";"29"
"98741";"fairbanks, alaska, usa";"30"
"98758";"calgary, alberta, canada";"25"
"98787";"melbourne, victoria, australia";"26"
"99146";"fairfax, california, usa";"35"
"99277";"manila, n/a, philippines";"34"
"99347";"muskegon, michigan, usa";"30"
"99766";"san antonio, texas, usa";NULL
"100035";"toronto, ontario, canada";NULL
"100088";"burnley, england, united kingdom";"26"
"100459";"bay area, california, usa";"38"
"100644";"heilbronn, baden-wuerttemberg, germany";"26"
"100648";"london, england, united kingdom";"54"
"100832";"london, england, united kingdom";"28"
"100846";"plainfield, illinois, usa";"39"
"101051";"vancouver, washington, usa";NULL
"101209";"ft huachuca, arizona, usa";"44"
"101214";"minden, ontario, canada";"46"
"101305";"milwaukee, wisconsin, usa";"29"
"101529";"apex, ,";NULL
"101606";"niagara falls, ontario, canada";"32"
"101620";"brookland, arkansas, usa";NULL
"101626";"holyoke, massachusetts, usa";"25"
"101835";"newport news, virginia, usa";"43"
"101851";"keizer, oregon, usa";"29"
"101910";"san diego, california, usa";"34"
"102542";"new york, new york, usa";NULL
"102647";"modesto, california, usa";"14"
"102731";"mantua, new jersey, usa";NULL
"102842";"flagstaff, arizona, usa";NULL
"102945";"meshoppen, pennsylvania, usa";NULL
"102967";"olympia, washington, usa";"54"
"103028";"austin, texas, usa";"25"
"103171";"pascagoula, mississippi, usa";NULL
"103630";"holland patent, new york, usa";NULL
"104062";"wuxi, jiangsu, china";"52"
"104113";"springfield, missouri, usa";"24"
"104144";"florence, alabama, usa";"65"
"104268";"athens, georgia, usa";"28"
"104311";"salinas, puerto rico, usa";NULL
"104334";"federal way, washington, usa";"65"
"104399";"middletown, ohio, usa";"29"
"104429";"brainerd, minnesota, usa";"39"
"104489";"madrid, madrid, spain";"26"
"104636";"youngstown, ohio, usa";NULL
"104665";"altoona, iowa, usa";"30"
"104925";"duluth, minnesota, usa";"44"
"105028";"kuala lumpur, federal territory, malaysia";"22"
"105054";"edmonton, alberta, canada";"29"
"105124";"sarasota, ,";NULL
"105517";"calgary, alberta, canada";"28"
"105596";"victoria, british columbia, canada";NULL
"105655";"bethalto, illinois, usa";NULL
"105746";"stockton, california, usa";NULL
"105968";"anchorage, alaska, usa";"41"
"105979";"oakland, california, usa";"26"
"106007";"santa rosa, california, usa";"29"
"106114";"bloomington, indiana, usa";NULL
"106225";"chicago, illinois, usa";"38"
"106503";"medford, oregon, usa";"52"
"106768";"lexington, kentucky, usa";"23"
"106816";"independence, missouri, usa";"57"
"106891";"nashville, tennessee, usa";"17"
"107081";"fayetteville, north carolina, usa";NULL
"107244";"appleton, wisconsin, usa";"50"
"107301";"west kensington, london, united kingdom";"31"
"107326";"denver, colorado, usa";"28"
"107453";"chunchula, alabama, usa";"18"
"107784";"tarentum, pennsylvania, usa";NULL
"107951";"t�bingen, baden-w�rttemberg, germany";NULL
"108081";"sherwood park, alberta, canada";"17"
"108182";"oregon city, oregon, usa";"32"
"108237";"n ft myers, florida, usa";"56"
"108261";"richmond, virginia, usa";"66"
"108285";"appleton, wisconsin, usa";"22"
"108336";"santa cruz, california, usa";NULL
"108800";"north st. paul, minnesota, usa";"32"
"108950";"voorhees, new jersey, usa";"43"
"109084";"hillsboro, oregon, usa";"44"
"109265";"los angeles, california, usa";NULL
"109349";"exton, pennsylvania,";NULL
"109416";"warwick, rhode island, usa";"23"
"109491";"brentwood, california, usa";"40"
"109532";"grand rapids, michigan, usa";"18"
"109649";"north olmsted, ohio, usa";"43"
"109727";"olympia, washington, usa";"27"
"109899";"garnerville, new york, usa";NULL
"109901";"sydney, new south wales, australia";"59"
"110069";"londonderry, new hampshire, usa";"18"
"110076";"toronto, ontario, canada";"52"
"110081";"hollywood, florida, usa";"31"
"110214";"baltimore, maryland, usa";"45"
"110373";"livingston, new jersey, usa";NULL
"110771";"houston, texas, usa";NULL
"110814";"leola, pennsylvania, usa";NULL
"110826";"belfast, northern ireland, united kingdom";"33"
"110887";"olympia, washington, usa";"58"
"110912";"milpitas, california, usa";"36"
"110934";"kirkland, washington, usa";"46"
"110973";"wiley ford, west virginia, usa";"43"
"111174";"austin, texas, usa";NULL
"111356";"ipswich, massachusetts, usa";NULL
"111733";"grove city, pennsylvania, usa";NULL
"111816";"portland, oregon, usa";NULL
"111827";"solana beach, california, usa";NULL
"111888";"los angeles, california, usa";"50"
"111944";"mannford, oklahoma, usa";"23"
"111947";"albuquerque, new mexico, usa";"30"
"112001";"barren springs, virginia, usa";"43"
"112026";"lakewood, washington, usa";"17"
"112083";"tucson, arizona, usa";"25"
"112093";"spencer, indiana, usa";"35"
"112188";"greenville, ,";"36"
"112512";"ottawa, ontario, canada";"27"
"112544";"pendleton, new york, usa";NULL
"112790";"gilbert, arizona, usa";"57"
"112881";"kitchener, ontario, canada";"18"
"112931";"wichita, kansas, usa";"34"
"113270";"evanston, illinois, usa";"25"
"113519";"pleasanton, california, usa";NULL
"113904";"baltimore, maryland, usa";"31"
"114018";"tucson, arizona, usa";"20"
"114185";"coquille, oregon, usa";NULL
"114217";"petaling jaya, selangor, malaysia";"24"
"114243";"adell, wisconsin, usa";NULL
"114245";"brookline, massachusetts, usa";"41"
"114368";"mechanicsville, maryland, usa";"33"
"114414";"edinburg, texas, usa";"27"
"114444";"alexandria, virginia, usa";"34"
"114544";"antelope, california, usa";"35"
"114634";"bucharest, n/a, romania";NULL
"114698";"olympia, washington, usa";"81"
"114827";"uxbridge, ,";"23"
"114868";"edmonton, alberta, canada";"31"
"114988";"temple, texas, usa";"37"
"115002";"stockholm, stockholm, sweden";NULL
"115003";"asheville, north carolina, usa";"43"
"115097";"seattle, ,";"27"
"115120";"sherman oaks, california, usa";"29"
"115231";"solon, ohio,";"49"
"115234";"st. peters, missouri, usa";"32"
"115266";"huntsville, alabama, usa";"61"
"115277";"cheltenham, gloucestershire, united kingdom";NULL
"115435";"cincinnati, ohio, usa";"30"
"115488";"sydney, new south wales, australia";"22"
"115572";"darlington, south carolina, usa";"23"
"115655";"renfrew, ontario, canada";"18"
"115679";"las vegas, , usa";"16"
"115692";"blacksburg, virginia, usa";"33"
"115973";"houston, texas, usa";NULL
"116032";"boca raton, florida, usa";NULL
"116160";"framingham, massachusetts, usa";"39"
"116343";"fort lauderdale, florida, usa";NULL
"116763";"canton, georgia, usa";"71"
"116828";"assumption, illinois, usa";"23"
"116866";"ottawa, ,";NULL
"117306";"la verne, california, usa";NULL
"117467";"fort worth, texas, usa";NULL
"117489";"houston, texas, usa";NULL
"117557";"arnold, maryland, usa";NULL
"117802";"tucson, arizona, usa";"23"
"117852";"stamford, connecticut, usa";"34"
"117877";"wilton, connecticut, usa";NULL
"118320";"calgary, alberta, canada";"29"
"118333";"joburg, gautang, south africa";"18"
"118471";"denver, colorado, usa";NULL
"118518";"newark, california, usa";NULL
"118587";"bartlesville, oklahoma, usa";"59"
"118644";"barre, massachusetts, usa";"57"
"118683";"plaistow, new hampshire, usa";"50"
"118923";"crawley, england, united kingdom";"34"
"119085";"san diego, california, usa";"86"
"119413";"hemet, california, usa";NULL
"119415";"houston, texas, usa";NULL
"119575";"north vancouver, british columbia, canada";"30"
"119580";"pensacola, florida, usa";"14"
"119594";"winnipeg, manitoba, canada";"33"
"119748";"gold coast, queensland, australia";"62"
"120093";"merrick, acworth, new york, georgia, usa";"59"
"120396";"boyce, virginia, usa";"46"
"120548";"ourense, ourense, spain";"39"
"120599";"louisburg, north carolina, usa";NULL
"120601";"villa rica, georgia, usa";"38"
"120677";"alkmaar, noord holland, netherlands";"28"
"120942";"noblsville, indiana, usa";NULL
"121083";"monessen, pennsylvania, usa";"38"
"121170";"arlington, virginia, usa";"30"
"121254";"lady lake, florida, usa";NULL
"121530";"frankfort, kentucky, usa";"35"
"121579";"johnstown, colorado, usa";NULL
"121719";"pawtucket, rhode island, usa";"25"
"121779";"inverness, florida, usa";"41"
"122203";"vista, california, usa";"37"
"122484";"houston, texas, usa";"36"
"122506";"coralville, iowa, usa";"27"
"122716";"tucson, ,";"30"
"122793";"omemee, ontario, canada";"46"
"122888";"jacksonville, florida, usa";"18"
"123039";"bonsall, california, usa";NULL
"123094";"morrisville, north carolina, usa";"45"
"123154";"terrytown, louisiana, usa";"19"
"123215";"carmichael, california, usa";"27"
"123257";"circleville, ohio, usa";"20"
"123460";"brea, california, usa";"31"
"123531";"houston, texas, usa";"35"
"123544";"dallas, texas, usa";NULL
"123629";"kingston, ontario, canada";NULL
"123687";"ambler, pennsylvania, usa";NULL
"123744";"newark, delaware, usa";"25"
"123790";"mount vernon, new york, usa";"25"
"123883";"topeka, kansas, usa";"18"
"123981";"phoenix, arizona, usa";"46"
"124066";"kenmore, washington,";NULL
"124078";"muskegon, michigan, usa";"25"
"124322";"ottawa, ontario, canada";NULL
"124487";"ramah, new mexico, usa";NULL
"124489";"mt.view, hawaii, usa";NULL
"124597";"brights grove, ontario, canada";"38"
"124635";"murfreesboro, tennessee, usa";"33"
"124720";"baltimore, maryland, usa";"36"
"124841";"mansfield, pennsylvania, usa";"20"
"124852";"albuquerque, new mexico, usa";NULL
"124867";"charlestown, new hampshire, usa";"19"
"124874";"warren, new jersey, usa";"32"
"124942";"olympia, washington, usa";NULL
"125039";"lafayette, indiana, usa";"27"
"125133";"brookfield, wisconsin,";NULL
"125469";"saskatoon, saskatchewan, canada";NULL
"125692";"elmira, new york, usa";"28"
"125892";"san antonio, texas, usa";NULL
"126149";"salt lake city, utah, usa";NULL
"126236";"ribeir�o preto, s�o paulo, brazil";"24"
"126492";"westmont, illinois, usa";"31"
"126546";"cambridge, england, united kingdom";"26"
"126604";"north reading, massachusetts, usa";"27"
"126677";"summerville, south carolina, usa";"26"
"126693";"newmarket, ontario, canada";"33"
"126697";"hershey, pennsylvania, usa";"30"
"126726";"stone mountain, georgia, usa";"34"
"126736";"fulton, missouri, usa";"38"
"126827";"uxbridge, middlesex, united kingdom";"30"
"126860";"portland, oregon, usa";"28"
"127048";"beavercreek, ohio, usa";"51"
"127049";"knoxville, tennessee, usa";"31"
"127065";"old bridge, new jersey, usa";NULL
"127122";"dallas, texas, usa";NULL
"127129";"langley, british columbia, canada";NULL
"127200";"urbana, illinois, usa";NULL
"127233";"marietta, georgia, usa";"29"
"127359";"beaverton, oregon, usa";"33"
"127429";"kansas city, missouri, usa";"23"
"127826";"duluth, georgia, usa";NULL
"127914";"anchorage, alaska, usa";"43"
"128085";"durham, north carolina, usa";"40"
"128406";"columbia, missouri, usa";"31"
"128610";"fort myers beach, ,";"48"
"128696";"southampton, england, united kingdom";"34"
"128835";"bellingham, washington, usa";"60"
"129008";"rapid city, south dakota, usa";"44"
"129074";"marietta, georgia, usa";"51"
"129358";"highland, california, usa";"36"
"129373";"mercer island, ,";"54"
"129465";"durham, north carolina, usa";"33"
"129489";"vancouver, british columbia, canada";"24"
"129531";"prospect, ,";NULL
"129690";"valley stream, new york, usa";"34"
"129716";"tallahassee, florida, usa";"30"
"129783";"mechanicsville, virginia, usa";"48"
"129851";"philadelphia, pennsylvania, usa";"35"
"130150";"johnson city, tennessee, usa";NULL
"130426";"walla walla, washington, usa";NULL
"130474";"nashville, tennessee, usa";"33"
"130543";"surrey, british columbia, canada";"22"
"130571";"summerville, south carolina, usa";NULL
"130636";"swartz creek, michigan, usa";"20"
"131027";"portland, oregon, usa";"31"
"131045";"henderson, nevada, usa";"21"
"131046";"ellington, connecticut, usa";"26"
"131154";"soddy-daisy, tennessee, usa";"18"
"131178";"brantford, ontario, canada";NULL
"131363";"flekkefjord, vest-agder, norway";"20"
"131594";"citrus heights, california, usa";"47"
"131597";"cypress, california, usa";"41"
"131655";"charleston, west virginia, usa";NULL
"131686";"chemainus, british columbia, canada";"27"
"131837";"west valley city, utah, usa";NULL
"132012";"springfield, missouri, usa";NULL
"132133";"fairfield, california, usa";"23"
"132173";"charlotte, north carolina, usa";NULL
"132199";"santa barbara, california, usa";NULL
"132376";"cheltenham, england, united kingdom";NULL
"132425";"centreville, virginia, usa";"37"
"132663";"newport beach, california, usa";"44"
"132978";"cincinnati, , usa";"18"
"132996";"austin, texas, usa";"34"
"133612";"mansfield, pennsylvania, usa";NULL
"133689";"calgary, alberta, canada";"29"
"133786";"olathe, kansas, usa";"35"
"133822";"newmanlake, washington, usa";NULL
"133935";"north arlington, new jersey, usa";"28"
"134120";"west chicago,, illinois, usa";"44"
"134225";"omaha, nebraska, usa";"25"
"134483";"roanoke, virginia, usa";NULL
"134869";"menifee lakes, california, usa";NULL
"135045";"spring, texas, usa";"29"
"135149";"ft. pierce, florida, usa";NULL
"135294";"houston, texas, usa";"32"
"135324";"olympia, washington, usa";"50"
"135351";"greenwood, south carolina, usa";"23"
"135376";"las vegas, nevada, usa";NULL
"135398";"alexandria, kentucky, usa";"40"
"135458";"ottawa, ontario, canada";"24"
"135663";"new london, connecticut, usa";NULL
"135703";"fredericton, new brunswick, canada";"32"
"135785";"capitol heights, maryland, usa";"32"
"135831";"potomac falls, virginia, usa";NULL
"135895";"holt, florida, usa";NULL
"135996";"gatineau, quebec, canada";"33"
"136011";"rancho cordova, california, usa";"37"
"136205";"crest hill, illinois, usa";"39"
"136237";"calgary, alberta, canada";"34"
"136252";"santa fe, new mexico, usa";"33"
"136290";"lexington, kentucky, usa";"23"
"136291";"lexington, kentucky, usa";"23"
"136396";"warren, ohio, usa";"34"
"136465";"canton, ,";"18"
"136473";"minneapolis, minnesota, usa";NULL
"136491";"rio rancho, new mexico, usa";"18"
"136667";"guilderland, new york, usa";"23"
"136866";"barrow upon soar, england, united kingdom";"37"
"137136";"exton, pennsylvania, usa";"80"
"137211";"charlotte, north carolina, usa";NULL
"137589";"enterprise, oregon, usa";"35"
"137684";"houston, texas, usa";NULL
"137688";"medford, new york, usa";"46"
"138010";"somerville, massachusetts, usa";"31"
"138097";"winter park, florida, usa";"35"
"138198";"edmonton, alberta, canada";"37"
"138300";"bealeton, virginia, usa";"31"
"138301";"pasco, washington, usa";"29"
"138439";"austin, texas, usa";"43"
"138467";"santo domingo, distrito nacional, dominican republic";"18"
"138543";"mesquite, texas, usa";"21"
"138602";"bremerton, washington, usa";"36"
"138791";"liskeard, cornwall, united kingdom";"55"
"138844";"winnipeg, manitoba, canada";"40"
"138995";"keyser, west virginia, usa";"47"
"139387";"hamilton, ontario, canada";"30"
"139467";"norfolk, virginia, usa";"53"
"139642";"mt prospect, illinois, usa";"57"
"139796";"rottenburg, bavaria, germany";"23"
"139797";"kennesaw, georgia, usa";NULL
"139824";"fort worth, texas, usa";"46"
"140036";"milford, michigan, usa";"35"
"140358";"san diego, california, usa";NULL
"140787";"front royal, virginia, usa";NULL
"140824";"wetzlar, hessen, germany";"53"
"141010";"puyallup, washington, usa";"35"
"141074";"paso robles, california, usa";NULL
"141328";"hammonton, new jersey, usa";"29"
"141444";"west springfield, massachusetts,";NULL
"141493";"dove canyon, california, usa";"44"
"141710";"omaha, nebraska, usa";NULL
"141902";"newport news, virginia, usa";"51"
"141974";"galesville, maryland, usa";NULL
"142121";"waipahu, hawaii, usa";"33"
"142256";"winfield, alberta, canada";"52"
"142331";"carmichael, california, usa";"38"
"142454";"wien, wien, austria";"33"
"142524";"detroit, michigan, usa";"36"
"142636";"stockton springs, maine, usa";NULL
"142801";"manhattan, kansas, usa";"17"
"142823";"san diego, california, australia";"29"
"143104";"liberty, missouri, usa";"20"
"143175";"blythewood, south carolina, usa";"28"
"143199";"olympia, washington, usa";"29"
"143253";"dyersburg, tennessee, usa";"27"
"143426";"morin heights, quebec, canada";NULL
"143594";"washington, missouri, usa";"55"
"143718";"oak park, michigan, usa";NULL
"143743";"phoenix, arizona, usa";NULL
"143939";"ellensburg, washington, usa";NULL
"144114";"virginia beach, virginia, usa";"49"
"144214";"woodside, new york, usa";NULL
"144531";"pleasanton, california, usa";"37"
"144619";"albany, oregon, usa";NULL
"144647";"ballarat, victoria, australia";NULL
"144691";"hibbing, minnesota, usa";"45"
"144910";"colorado springs, colorado, usa";NULL
"145369";"winnemucca, nevada, usa";NULL
"145451";"winter haven, florida, usa";"63"
"145619";"middletown, connecticut, usa";"36"
"145641";"madison, new jersey, usa";NULL
"146042";"goeppingen, baden-wuerttemberg, germany";"18"
"146057";"bryant, alabama, usa";NULL
"146097";"greenville, south carolina, usa";NULL
"146113";"cary, north carolina, usa";NULL
"146230";"bourbonnais, ,";"49"
"146266";"tuscola, illinois, usa";"48"
"146298";"strasbourg, alsace, france";"25"
"146348";"tigard, oregon, usa";NULL
"146517";"istanbul, istanbul, turkey";"22"
"146573";"tucson, arizona, usa";"45"
"146803";"n/a, n/a, usa";NULL
"147164";"mount vernon, new york, usa";"45"
"147307";"larkspur, colorado, usa";"48"
"147401";"bellingham, washington, usa";NULL
"147420";"cassadaga, new york, usa";"53"
"147762";"san francisco, california, usa";NULL
"147900";"pocomoke city, maryland, usa";"32"
"148028";"decatur, texas, usa";NULL
"148053";"dover, new hampshire, usa";"26"
"148133";"hierden, gelderland, netherlands";"26"
"148258";"toronto, ontario, canada";NULL
"148263";"washington, illinois, usa";"34"
"148572";"livermore, california, usa";NULL
"148586";"vancouver, british columbia, canada";NULL
"148712";"homer, alaska, usa";NULL
"148744";"campbellsport, wisconsin, usa";"67"
"149061";"poolesville, maryland, usa";NULL
"149084";"germantown, maryland, usa";"32"
"149373";"menlo park, california, usa";NULL
"149647";"madrid, madrid, spain";"27"
"149690";"logan city, queensland, australia";"35"
"149768";"cornwall-on-hudson, new york, usa";"45"
"150124";"york, nebraska, usa";"30"
"150275";"dunedin, otago, new zealand";"66"
"150327";"lombard, , usa";NULL
"150627";"sacramento, california, usa";"24"
"150973";"danville, pennsylvania, usa";"38"
"150979";"greencastle, pennsylvania, usa";"34"
"151081";"nashua, new hampshire, usa";NULL
"151101";"pottstown, pennsylvania, usa";NULL
"151107";"minneapolis, minnesota, usa";"39"
"151405";"thermal, california, usa";"15"
"151459";"olympia, washington, usa";"54"
"151503";"fairbanks, alaska, usa";"33"
"151553";"herndon, virginia, usa";NULL
"151577";"omaha, nebraska, usa";NULL
"151824";"san diego, california, usa";NULL
"152099";"wickenburg, arizona, usa";"14"
"152186";"windsor, ontario, canada";"33"
"152249";"salt lake, utah, usa";NULL
"152579";"kota kinabalu, sabah, malaysia";"22"
"152645";"chicago, illinois, usa";"28"
"152696";"studio city, california, usa";NULL
"152827";"ottawa, ontario, canada";"40"
"153254";"rockland, maine, usa";"36"
"153257";"kelowna, british columbia, canada";NULL
"153322";"york, ,";"33"
"153361";"jacksonville, arkansas, usa";"44"
"153619";"wilkes-barre, pennsylvania, usa";NULL
"153653";"rapid city, south dakota, usa";"50"
"153662";"ft. stewart, georgia, usa";"44"
"153718";"round lake, illinois, usa";"27"
"154160";"n vancouver, british columbia, canada";"32"
"154409";"renton, washington, usa";NULL
"154469";"trois-rivi�res ouest, quebec, canada";NULL
"155014";"las cruces, new mexico, usa";NULL
"155043";"calais, maine, usa";NULL
"155122";"harrogate, yorkshire, united kingdom";"27"
"155147";"seattle, washington, usa";"60"
"155463";"st. albans, west virginia, usa";"38"
"155807";"santa barbara, california, usa";"54"
"155837";"carmel, indiana, usa";NULL
"156150";"howell, new jersey, usa";"36"
"157101";"casper, wyoming, usa";"31"
"157126";"chicago, illinois, usa";NULL
"157273";"dripping springs, texas, usa";"37"
"157604";"seattle, washington, usa";"42"
"157660";"springfield, missouri, usa";NULL
"157969";"denver, colorado, usa";"30"
"158254";"asheville, north carolina, usa";"28"
"158295";"cleveland, ohio, usa";NULL
"158433";"nahant, massachusetts, usa";NULL
"159033";"taneytown, maryland, usa";"46"
"159040";"federal way, washington, usa";"14"
"159230";"kahului, hawaii, usa";"46"
"159295";"coquitlam, british columbia, canada";NULL
"159376";"mathews, ,";NULL
"159440";"lille, nord, france";"27"
"159858";"atlantic beach, florida, usa";"37"
"160074";"seattle, washington, usa";NULL
"160401";"akron, ohio, usa";"30"
"160511";"alexandria, virginia, usa";"26"
"160571";"limoges, n/a, france";NULL
"160803";"errington, british columbia, canada";NULL
"160812";"new city, new york, usa";NULL
"161250";"germantown, maryland, usa";NULL
"161391";"burlington, vermont, usa";"27"
"161423";"bonifay, florida, usa";"52"
"161462";"calgary, alberta, canada";"18"
"161476";"halifax, nova scotia, canada";"26"
"161750";"richboro, pennsylvania, usa";NULL
"161752";"mesa, arizona, usa";"58"
"161873";"vancouver, british columbia, canada";"33"
"161880";"norfolk, virginia, usa";"31"
"162052";"danville, virginia, usa";"51"
"162301";"oxnard, california, usa";NULL
"162311";"largo, florida, usa";"22"
"162564";"marietta, georgia, usa";"28"
"162590";"n/a, british columbia, canada";NULL
"162639";"kelso, washington, usa";NULL
"162662";"saskatoon, saskatchewan, canada";"30"
"162738";"waterford, michigan, usa";"35"
"162840";"wray, colorado, usa";"52"
"162909";"london, n/a, united kingdom";NULL
"162957";"el lago, texas, usa";NULL
"163202";"los angeles, california, usa";"26"
"163221";"sydney, new south wales, australia";"54"
"163358";"toronto, ontario, canada";"21"
"163433";"edmonton, alberta, canada";NULL
"163488";"salem, ohio, usa";"24"
"163512";"winston-salem, north carolina, usa";NULL
"163570";"lincoln, new brunswick, canada";"50"
"163804";"bonaire, georgia, usa";"43"
"163851";"phoenix, arizona, usa";"26"
"163875";"derry, new hampshire, usa";NULL
"163925";"birmingham, west midlands, united kingdom";"49"
"164193";"crossville, tennessee, usa";"64"
"164323";"delta, british columbia, canada";"31"
"164465";"nashville, tennessee, usa";"33"
"164728";"studio city, california, usa";NULL
"164828";"duncanville, alabama, usa";NULL
"164918";"macomb, michigan, usa";NULL
"164984";"sydney, new south wales, australia";"30"
"165232";"saint albans, west virginia, usa";"23"
"165268";"madras, oregon, usa";"73"
"165308";"new berlin, wisconsin, usa";"33"
"165573";"trail creek, indiana, usa";NULL
"165758";"st. catharines, ontario, canada";NULL
"165759";"crossville, tennessee, usa";"58"
"166123";"cortez, colorado, usa";"32"
"166596";"greenwood, british columbia, canada";"57"
"166733";"pensacola, florida, usa";NULL
"166758";"brooklyn, new york, usa";NULL
"166793";"mansfield, pennsylvania,";NULL
"166824";"nova, virginia, usa";NULL
"167189";"coburg, oregon, usa";"43"
"167349";"keller, texas, usa";"33"
"167471";"milton, ontario, canada";"29"
"167600";"thunder bay, ontario, canada";NULL
"167800";"olive branch, mississippi, usa";"57"
"167863";"bakersfield, california, usa";NULL
"168034";"fort worth, texas, usa";NULL
"168035";"shawnee, kansas, usa";"35"
"168332";"burford, ontario, canada";NULL
"168461";"worcester, massachusetts, usa";"45"
"168642";"seattle, washington, usa";"24"
"168954";"manhattan, kansas, usa";"29"
"168971";"athabasca, alberta, canada";"49"
"168999";"oshkosh, wisconsin, usa";"28"
"169187";"edmonton, alberta, canada";NULL
"169189";"caloocan city, n/a, philippines";"25"
"169233";"chicago, illinois, usa";"27"
"169309";"east lansing, michigan, usa";NULL
"169465";"baltimore, maryland, usa";"49"
"169663";"towson, maryland, usa";NULL
"169699";"vadnais heights, minnesota, usa";"40"
"169755";"port-au-prince, n/a, haiti";"26"
"169824";"denver, california, usa";"35"
"170184";"melton mowbray, england, united kingdom";"51"
"170227";"stevenage, england, united kingdom";"33"
"170229";"chicago, illinois, usa";"56"
"170415";"tacoma, washington, usa";"30"
"170513";"butler, pennsylvania, usa";NULL
"170518";"gaithersburg, maryland, usa";"61"
"170564";"rockford, illinois, usa";"38"
"170634";"crystal lake, illinois, usa";NULL
"170742";"o`fallon, missouri, usa";"41"
"170791";"sacramento, california,";"45"
"170810";"kitchener, ontario, canada";"40"
"170869";"san antonio, texas, usa";NULL
"170947";"sheldon, iowa, usa";"35"
